	virus_type	district	season	case_number	year	area [ha]	population	population_density	population_density_bw	pop_exp	pop_dens_exp	area_exp	area [km^2]	area ex [km^2]	mean_pop_dens_exp
4419	IF A	KAL	2011/12	22.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4420	IF A(H1N1) pandemic09	KAL	2011/12	1.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4421	IF A(H1N1) prepandemic	KAL	2011/12	0.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4422	IF A(H1N2)	KAL	2011/12	0.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4423	IF A(H3N2)	KAL	2011/12	4.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4424	IF A/B not determined	KAL	2011/12	0.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4425	IF B	KAL	2011/12	9.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4426	IF C	KAL	2011/12	0.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4427	not determined	KAL	2011/12	0.0	2011	108495.0	424510.0	391.0	295.0	424692.31	391.42	108501.48	1085.0148	1085.01	390.1868181818182
4428	IF A	KAS	2011/12	50.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4429	IF A(H1N1) pandemic09	KAS	2011/12	2.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4430	IF A(H1N1) prepandemic	KAS	2011/12	0.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4431	IF A(H1N2)	KAS	2011/12	0.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4432	IF A(H3N2)	KAS	2011/12	2.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4433	IF A/B not determined	KAS	2011/12	1.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4434	IF B	KAS	2011/12	32.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4435	IF C	KAS	2011/12	0.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4436	not determined	KAS	2011/12	0.0	2011	17346.0	291995.0	1683.0	295.0	295009.27	1700.83	17345.05	173.4505	173.45	1694.4036363636367
4437	IF A	KN	2011/12	52.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4438	IF A(H1N1) pandemic09	KN	2011/12	9.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4439	IF A(H1N1) prepandemic	KN	2011/12	0.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4440	IF A(H1N2)	KN	2011/12	0.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4441	IF A(H3N2)	KN	2011/12	2.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4442	IF A/B not determined	KN	2011/12	26.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4443	IF B	KN	2011/12	55.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4444	IF C	KN	2011/12	0.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4445	not determined	KN	2011/12	0.0	2011	81798.0	268263.0	328.0	295.0	269378.87	329.33	81797.33	817.9733	817.97	327.97818181818184
4446	IF A	KUEN	2011/12	10.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4447	IF A(H1N1) pandemic09	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4448	IF A(H1N1) prepandemic	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4449	IF A(H1N2)	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4450	IF A(H3N2)	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4451	IF A/B not determined	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4452	IF B	KUEN	2011/12	1.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4453	IF C	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4454	not determined	KUEN	2011/12	0.0	2011	77675.0	107200.0	138.0	295.0	106967.02	137.71	77675.43	776.7543	776.75	137.26181818181817
4455	IF A	LOE	2011/12	43.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4456	IF A(H1N1) pandemic09	LOE	2011/12	25.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4457	IF A(H1N1) prepandemic	LOE	2011/12	0.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4458	IF A(H1N2)	LOE	2011/12	0.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4459	IF A(H3N2)	LOE	2011/12	11.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4460	IF A/B not determined	LOE	2011/12	8.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4461	IF B	LOE	2011/12	28.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4462	IF C	LOE	2011/12	0.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4463	not determined	LOE	2011/12	0.0	2011	80677.0	219481.0	272.0	295.0	220286.73	273.05	80676.52	806.7652	806.77	272.3363636363636
4464	IF A	LW	2011/12	39.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4465	IF A(H1N1) pandemic09	LW	2011/12	5.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4466	IF A(H1N1) prepandemic	LW	2011/12	0.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4467	IF A(H1N2)	LW	2011/12	0.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4468	IF A(H3N2)	LW	2011/12	13.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4469	IF A/B not determined	LW	2011/12	0.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4470	IF B	LW	2011/12	9.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4471	IF C	LW	2011/12	0.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4472	not determined	LW	2011/12	0.0	2011	68682.0	512086.0	746.0	295.0	514554.65	749.2	68680.81	686.8081	686.81	746.2786363636365
4473	IF A	MA	2011/12	38.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4474	IF A(H1N1) pandemic09	MA	2011/12	24.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4475	IF A(H1N1) prepandemic	MA	2011/12	0.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4476	IF A(H1N2)	MA	2011/12	0.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4477	IF A(H3N2)	MA	2011/12	0.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4478	IF A/B not determined	MA	2011/12	8.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4479	IF B	MA	2011/12	22.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4480	IF C	MA	2011/12	0.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4481	not determined	MA	2011/12	0.0	2011	14496.0	291458.0	2011.0	295.0	293180.49	2022.49	14496.24	144.9624	144.96	2014.8950000000002
4482	IF A	MT	2011/12	5.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4483	IF A(H1N1) pandemic09	MT	2011/12	3.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4484	IF A(H1N1) prepandemic	MT	2011/12	0.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4485	IF A(H1N2)	MT	2011/12	0.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4486	IF A(H3N2)	MT	2011/12	0.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4487	IF A/B not determined	MT	2011/12	1.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4488	IF B	MT	2011/12	2.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4489	IF C	MT	2011/12	0.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4490	not determined	MT	2011/12	0.0	2011	130441.0	130431.0	100.0	295.0	129913.36	99.6	130434.67	1304.3467	1304.35	99.46909090909092
4491	IF A	NO	2011/12	4.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4492	IF A(H1N1) pandemic09	NO	2011/12	1.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4493	IF A(H1N1) prepandemic	NO	2011/12	0.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4494	IF A(H1N2)	NO	2011/12	0.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4495	IF A(H3N2)	NO	2011/12	0.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4496	IF A/B not determined	NO	2011/12	0.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4497	IF B	NO	2011/12	8.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4498	IF C	NO	2011/12	0.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4499	not determined	NO	2011/12	10.0	2011	112628.0	142435.0	126.0	295.0	141715.42	125.84	112620.14	1126.2014	1126.2	125.72772727272726
4500	IF A	OA	2011/12	2.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4501	IF A(H1N1) pandemic09	OA	2011/12	0.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4502	IF A(H1N1) prepandemic	OA	2011/12	0.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4503	IF A(H1N2)	OA	2011/12	0.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4504	IF A(H3N2)	OA	2011/12	1.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4505	IF A/B not determined	OA	2011/12	0.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4506	IF B	OA	2011/12	1.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4507	IF C	OA	2011/12	0.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4508	not determined	OA	2011/12	31.0	2011	151157.0	306425.0	203.0	295.0	306051.58	202.48	151152.76	1511.5276000000001	1511.53	202.13636363636363
4509	IF A	OG	2011/12	15.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4510	IF A(H1N1) pandemic09	OG	2011/12	2.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4511	IF A(H1N1) prepandemic	OG	2011/12	0.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4512	IF A(H1N2)	OG	2011/12	0.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4513	IF A(H3N2)	OG	2011/12	9.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4514	IF A/B not determined	OG	2011/12	10.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4515	IF B	OG	2011/12	10.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4516	IF C	OG	2011/12	0.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4517	not determined	OG	2011/12	0.0	2011	185085.0	410408.0	222.0	295.0	408943.69	220.97	185070.19	1850.7019	1850.7	220.22636363636363
4518	IF A	PF	2011/12	15.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4519	IF A(H1N1) pandemic09	PF	2011/12	1.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4520	IF A(H1N1) prepandemic	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4521	IF A(H1N2)	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4522	IF A(H3N2)	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4523	IF A/B not determined	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4524	IF B	PF	2011/12	9.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4525	IF C	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4526	not determined	PF	2011/12	0.0	2011	9800.0	115211.0	1176.0	295.0	115645.71	1180.06	9799.9	97.999	98.0	1173.2822727272728
4527	IF A	RA	2011/12	30.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4528	IF A(H1N1) pandemic09	RA	2011/12	1.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4529	IF A(H1N1) prepandemic	RA	2011/12	0.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4530	IF A(H1N2)	RA	2011/12	0.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4531	IF A(H3N2)	RA	2011/12	0.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4532	IF A/B not determined	RA	2011/12	1.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4533	IF B	RA	2011/12	8.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4534	IF C	RA	2011/12	0.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4535	not determined	RA	2011/12	0.0	2011	73875.0	222201.0	301.0	295.0	221701.49	300.12	73869.67	738.6967	738.7	299.26954545454544
4536	IF A	RM	2011/12	27.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4537	IF A(H1N1) pandemic09	RM	2011/12	1.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4538	IF A(H1N1) prepandemic	RM	2011/12	0.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4539	IF A(H1N2)	RM	2011/12	0.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4540	IF A(H3N2)	RM	2011/12	13.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4541	IF A/B not determined	RM	2011/12	1.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4542	IF B	RM	2011/12	15.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4543	IF C	RM	2011/12	0.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4544	not determined	RM	2011/12	0.0	2011	85814.0	407150.0	474.0	295.0	407374.27	474.72	85812.62	858.1261999999999	858.13	473.23454545454535
4545	IF A	RN	2011/12	140.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4546	IF A(H1N1) pandemic09	RN	2011/12	49.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4547	IF A(H1N1) prepandemic	RN	2011/12	0.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4548	IF A(H1N2)	RN	2011/12	0.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4549	IF A(H3N2)	RN	2011/12	6.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4550	IF A/B not determined	RN	2011/12	2.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4551	IF B	RN	2011/12	98.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4552	IF C	RN	2011/12	0.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4553	not determined	RN	2011/12	1.0	2011	106171.0	525204.0	495.0	295.0	526552.65	495.97	106167.48	1061.6748	1061.67	494.60636363636365
4554	IF A	RV	2011/12	6.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4555	IF A(H1N1) pandemic09	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4556	IF A(H1N1) prepandemic	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4557	IF A(H1N2)	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4558	IF A(H3N2)	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4559	IF A/B not determined	RV	2011/12	29.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4560	IF B	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4561	IF C	RV	2011/12	0.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4562	not determined	RV	2011/12	1.0	2011	163183.0	270129.0	166.0	295.0	270594.75	165.82	163188.14	1631.8814000000002	1631.88	165.23772727272726
4563	IF A	RW	2011/12	11.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4564	IF A(H1N1) pandemic09	RW	2011/12	1.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4565	IF A(H1N1) prepandemic	RW	2011/12	0.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4566	IF A(H1N2)	RW	2011/12	0.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4567	IF A(H3N2)	RW	2011/12	0.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4568	IF A/B not determined	RW	2011/12	47.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4569	IF B	RW	2011/12	12.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4570	IF C	RW	2011/12	0.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4571	not determined	RW	2011/12	5.0	2011	76943.0	136049.0	177.0	295.0	135037.89	175.5	76942.71	769.4271000000001	769.43	175.11954545454543
4572	IF A	S	2011/12	117.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4573	IF A(H1N1) pandemic09	S	2011/12	3.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4574	IF A(H1N1) prepandemic	S	2011/12	0.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4575	IF A(H1N2)	S	2011/12	0.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4576	IF A(H3N2)	S	2011/12	12.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4577	IF A/B not determined	S	2011/12	3.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4578	IF B	S	2011/12	46.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4579	IF C	S	2011/12	0.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4580	not determined	S	2011/12	0.0	2011	20735.0	591015.0	2850.0	295.0	596290.22	2875.77	20734.86	207.3486	207.35	2863.5299999999997
4581	IF A	SHA	2011/12	19.0	2011	148401.0	186427.0	126.0	295.0	185663.51	125.11	148403.05	1484.0304999999998	1484.03	124.63863636363637
4582	IF A(H1N1) pandemic09	SHA	2011/12	0.0	2011	148401.0	186427.0	126.0	295.0	185663.51	125.11	148403.05	1484.0304999999998	1484.03	124.63863636363637
